리뷰ID,작성자ID,제목,내용,리뷰 날짜,숙박 날짜,여행 유형,종합 평점,가격,장소,침대의 퀄리티,객실,청결도,서비스
893465163,철현 강,제주도 입도 하고 출도 하는 날 투숙하기 너무 좋은 호텔입니다.,공항과 가깝고 인근 맛집 많고 예전 cat4 일때보다 cat5 되고 나서는 직원들이 더 친절해지고 클럽라운지 음식이 더 좋아졌습니다. 찜질스파가 참 좋았는데 이제 혜택으로 제공되지 않아 조금 아쉬웠고 이에 대한 안내도 부족해서 그 부분만 약간 아쉬웠습니다. 성수기 끝나고 나서는 다시 글로벌리스트 혜택으로 제공되었으면 좋겠습니다.,2023년 6월 5일,2023년 5월,커플로 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
893450427,minishell0314,34개월아기랑 묵기에도 너무편했어요,친절하고 깨끗하고 저는 정말 대만족하고 지냈습니다 큰단점은 아무래도 시내쪽에 있다보니 길이 많이 막힙니다 어디한번 나갔다 들어오면 신호걸리지 차많지 운전 비매너로하는차들많지 그게 단점입니다 자주돌아다니실거면 비추지만 호캉할거면 강추입니다,2023년 6월 5일,2023년 5월,가족과 여행함,5.0,5.0,3.0,5.0,5.0,5.0,5.0
892742775,ssyongsung,제주 그랜드하얏트 그랜드스위트룸~,5월 26~29일 3박 4일간 가족과 함께 머문 제주 그랜드하얏트 그랜드스위트룸~ 코너스위트에 비해 뷰는 별로지만 공간이 넘 넓어 오히려 더 만족스러웠습니다 클럽라운지 음식 또한 개선된게 보여 넘 좋았습니다 다만 저녁 해피아워 메뉴에 느끼함을 없애줄 매콤한 메뉴가 없었던게 좀 아쉽더라구요 그 외 모든게 만족스러웠습니다. ,2023년 5월 31일,2023년 5월,가족과 여행함,5.0,4.0,4.0,5.0,5.0,5.0,4.0
892555117,787kse,엄마와 멋진 제주여행,연세가 많으신 엄마를 모시고 자주 갈 수 없을지도 모른다는 생각에 둘만의 제주여행을 하게됐다. 편안한 곳에서 럭셔리하게 모시고 싶어 그랜드하얏트호텔을 정했는데 잘한거 같다. 넘 행복해 하시는 엄마 덕분에 더욱 즐거운 여행이였다,2023년 5월 30일,2023년 5월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
892554445,idpjhyun,만족합니다!!!,전반적으로 만족스러운 숙박이었습니다. 객실도 넓고 직원들도 친절합니다. 조식도 만족스러웠고 조식시간이 길어서 여유롭게 식사 할 수 있었습니다.,2023년 5월 30일,2023년 5월,커플로 여행함,5.0,4.0,4.0,5.0,5.0,5.0,5.0
891957046,d0ljin,죽기전에 꼭 하룻밤 자봐야 할 곳,통유리 사이로  어떤 명작보다 좋은 뷰어가...고층이면 더 좋음.<br/>여러 사이트 검색으로 최적인 가격에도 이 행복을 누려 볼 수 있음,2023년 5월 26일,2023년 5월,가족과 여행함,5.0,4.0,5.0,5.0,5.0,5.0,5.0
891890976,megaoks,최고입니다,"시설과 서비스 모두 최고입니다. 수영장이 깨끗하고 조식의 식재료가 신선했습니다. 드림 세터에서 쇼핑의 즐거움도  있어고, 굳이 밖에 나갈 필요없이 호텔안에서 해결된다는게 최고의 장점입니다",2023년 5월 25일,2023년 5월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
891813787,356wood,가족여행 요기로!!,호캉스~호캉스~ 낮 시간엔 제주를 느끼고 저녁식사 후엔 늦은 시간까지 수영장에서 애와 함께 또 시간을 보낼 수 있어 알차게 즐기고 왔습니다 근처 맛집도 있고 굿굿!!,2023년 5월 25일,2023년 5월,가족과 여행함,5.0,3.0,3.0,5.0,5.0,5.0,5.0
891808911,8881397,코너스위트 최고,공항뷰. 쉬지않고 뜨는 비행기에 아이가 너무좋아함. 재방문의사있음. 코너스위트인데 사우나 유료는 당황. 사우나에 사람없는 이유가 있었음,2023년 5월 25일,2023년 5월,가족과 여행함,4.0,3.0,2.0,3.0,3.0,4.0,4.0
891672518,ymkim9270,위치적으로도 시설적으로도 좋은 하얏트,가족여행에 최고시설<br/>내부 시설도 잘 되어있어 어린 아이와 여행하기 좋은 곳입니다 <br/>매년 방문 하지만 또 가고 싶은 곳이네요 ,2023년 5월 24일,2023년 5월,가족과 여행함,5.0,4.0,4.0,4.0,4.0,5.0,5.0
891665726,tigger10070,제주하얏트 코너스위트룸,"여러번 묵었는데 전망은 최고입니다 . <br/>하지만 작년엔 청소후 하우스키핑이 방문을 열어놓고 나가서 외출후 방문이 열려있는걸 발견하고 방을 교체했습니다 . 이번에는 블라인드가 고장나 속을 썩이고 고친후에 나갔다오니<br/>청소했다는데도 창문밑에 블라인드 고친후 잔해와 먼지들이 그대로 있었습니다 . <br/>세번전화한후 한시간넘어 청소가 완료됐습니다 . 그동안 나갈수도 쉴수도 없었습니다 . <br/>음식은 개선의 여지가 보입니다 . 일단 먹을게 별로없고 맛도 없습니다 . 하얏트는 전망에만 <br/>온신경을 쏟는것 같습니다 . 음식은 그랜드조선 제주, 제주신라가 백번 낫습니다 . ",2023년 5월 24일,2023년 5월,가족과 여행함,3.0,2.0,3.0,4.0,4.0,1.0,3.0
891578780,dbsgus7,신혼여행,신혼여행으로 방문해서 첫날은 저렴하게 조식이용을하고 다음날 디너는 8만원 예상하고 뷔페에서 식사후 계산할때 깜짝 놀랬어요 인당 14만원ㄷㄷ내 생에 진짜 처음으로 한끼 14만원짜리 식사를했네요ㄷㄷ,2023년 5월 23일,2023년 5월,가족과 여행함,5.0,3.0,5.0,5.0,5.0,5.0,5.0
891547343,khjyuc0m13,전망 좋고 시설도 좋아요,"일반 킹룸도 다른 호텔에 비해 크고, 뷰도 제주 시내가 다 내려다 보여서 좋았어요.<br/>룸 컨디션도 좋았고, 청소도 1박당 제공되어 좋았어요.<br/>조식은 생각보다 맛있지는 않았어요.",2023년 5월 23일,2023년 5월,가족과 여행함,4.0,4.0,4.0,5.0,5.0,4.0,4.0
891356671,w0nha,체크인 매우 불만족,"체크인시 이슈 발행할 수 있으나, 직원의 응대 미흡으로 1시간의 대기와 더불어<br/>15분간 아무런 응대를 못받고 체크인 카운터 앞에 서 있었음.",2023년 5월 22일,2023년 5월,출장 목적으로 여행함,1.0,5.0,5.0,5.0,5.0,4.0,1.0
891348464,sh0814hong,"시설, 위치 모두 좋습니다.",불친절한 데스크 직원분 태도 때문에 여행에 대한 좋은 기억이 사라져서 아쉽습니다. 같은 가격이면 다른 호텔 갈 예정입니다.,2023년 5월 22일,2023년 5월,가족과 여행함,1.0,5.0,5.0,5.0,5.0,5.0,2.0
891074777,932ceo,시설이 우수함,"시설이 전반적으로 훌륭하고 경관이 뛰어나며 호텔위치도 투어하기에 아주 좋음, 다만 식당들읏 다양하게 갖추고는 있으나 음식밸류는 떨어지고 직원들 서비스가 영혼이 없는 기계적 서비스를함 ",2023년 5월 20일,2023년 5월,커플로 여행함,4.0,3.0,4.0,5.0,4.0,5.0,4.0
890664595,eaglesgofv,제주시 최고의 호텔,"제주도에서 정말 깨끗하고 큰 방이 있는 호텔을 원한다면, 이호텔을 추천합니다.<br/>가격은 조금 있지만 가격을 뛰어넘는 퀄리티를 제공합니다.",2023년 5월 17일,2023년 5월,커플로 여행함,5.0,4.0,4.0,5.0,5.0,5.0,4.0
890108033,jrstone00,훌륭한 숙소,가족과의 여행에 숙소를 이용했는데 시설과 편안한 침구로 만족스러운 이용을 하였습니다. 여름에 다시 이용하고 싶습니다.,2023년 5월 13일,2023년 5월,가족과 여행함,5.0,3.0,5.0,5.0,5.0,5.0,5.0
890099953,kimbm7980,괜찮은 호텔,객실도 너무 만족스러웠고 호텔내부의<br/>편의시설이 좋았습니다 체크인도 빠르게 진행되었고 그랜드클럽 음식은 마싯었지만 종류는 많지않아 그게 살짝 아쉽기는하지만 전반적으로 괜찮았습니다,2023년 5월 13일,2023년 5월,가족과 여행함,4.0,4.0,4.0,5.0,5.0,4.0,4.0
889849273,1105dudrl,좋았어요,수영장은 온수풀인데 아이들 놀기엔 수심이 깊다는 생각이 들긴했습니다만<br/>다른 서비스 객실 매우 만족합니다<br/>클럽850 최고에요,2023년 5월 11일,2023년 5월,가족과 여행함,5.0,3.0,5.0,5.0,5.0,5.0,5.0
889799730,Sherpa08323459698,가족단위 여행에 좋아요..," 호텔위치는 제주시내로 아침 일찍 공항에 가야 한다면 좋은 위치 입니다. 객실은 넓고 수영장은 깨끗하고, 수온도 따뜻해서 아이와 함께 하기 좋습니다.",2023년 5월 11일,2023년 5월,가족과 여행함,4.0,4.0,4.0,5.0,5.0,4.0,4.0
889741149,sshcat,제주는 그래드 아얏트에서~ ^^,"8년만에 가는 제주여행길에 가는날이 장날이라고 2박3일 일정중, 2일내내 폭우가 쏟아졌지만, 비오는날 객실에서 보는 제주시내 풍경이 너무나 멋졌고,  객실 내 시설이 최상이라 너무 편안하게 지냈습니다~  무엇보다 침대, 베개에 민감한테 포근한 잠자리가 너무나 만족스러웠습니다. 호텔관리 디테일이 최고입니다. 로비에 들어서면 고급진향이 스며드는데 지금도 은은하게 느껴지는것 같은 향기테라피 자체가 힐링이 되었습니다~ 호텔 안에서 사우나, 쇼핑, 오락, 여유를 모두 즐길 수 있어서 불편한 날씨가 무색할 정도였어요~ 무엇보다 조식이 너무 훌륭하고, 월드 클래스를 즐길 수있는 맛이었습니다 최고최고~!!!!! , 디카페인 커피를 요청드렸는데, 친절하게 자리에 가져다 주시고,  최고의 호텔 격에 맞게 최고의 커피를 맛보게 되었습니다~~~  다시 제주여행을 오면 그래드 하얏트 제주에 머물고 싶어집니다~~~~ 겨울휴가때 다시 만나요~!! ",2023년 5월 10일,2023년 5월,친구와 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
889730863,yjune972,대만족,아이와 함께한 짧은 숙박경험이였지만<br/>직원 응대 및 호텔 컨디션이 너무 좋았음.<br/>카페8 피자맛은 생각보다 별로였음.<br/>생맥 종류도 다양했으면 더 좋았을 거 같음.,2023년 5월 10일,2023년 5월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
888897047,마끼야또자바칩,위치가좋고 한라산뷰가 멋졌음,시내에 위치하고 호텔내 즐길거리가 많아서 호텔안에서 호캉스로 시간보내야 효율적으로 이용할수 있을듯하고<br/> 제주어딘가를 돌아다니며 쉬거나 숙박을 위한것이라면 다른호텔도 좋을듯,2023년 5월 4일,2023년 5월,친구와 여행함,2.0,3.0,3.0,3.0,3.0,3.0,3.0
888882354,yhms1003,만족스런 여행,직원분들 정말 친절하시고 시설도 너무 깨끗해서 정말 좋았어요~<br/>아이들과 함께 하기 정말 좋았어요~<br/>제주여행은 항상 힘들었는데 이번은 정말 편한 여행이 되었어요~<br/>다음에도 또 방문할 생각입니다^^,2023년 5월 4일,2023년 5월,가족과 여행함,5.0,4.0,5.0,5.0,5.0,5.0,5.0
888756987,Wander805353,제주최고의호텔,전망도 훌륭하고 호텔 내 부대시설도 훌륭하였습니다. 조식도 수영장도 직원의 친절도도 어느호텔 못지않게 훌륭하였습니다. 또 방문하겠습니다.,2023년 5월 3일,2023년 4월,친구와 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
888602107,injung800,정말 넓고 깨끗한 객실 너무 좋았습니다.~,모두 좋았어요~ 하나더 부탁드린다면....  라텍스 베개도 있었으면 좋겠어요. 어딜가도 항상 베개때문에 고생인데 꼭 있었으면 좋겠어요~ 메모리폼을 받기는 했는데 너무 탱탱해서 ㅎㅎㅎ 그래도 모두 ~ 좋았습니다,2023년 5월 2일,2023년 4월,가족과 여행함,5.0,5.0,4.0,5.0,5.0,5.0,5.0
888433007,toskyuni,Best hotel in Jeju,공항 근처의 호텔 중에서 가장 좋은 호텔 중 하나입니다<br/>객실 상태가 깨끗하고 아주좋았습니다<br/>공항과 바다가 보이는 뷰는  비행기 이착륙을 볼수있어 새로운 경험이었습니다.  (비행기 소음은 들리지 않음)<br/><br/>아이를 동반하여서 룸서비스를 여러번 주문하였는데 음식도 아주 맛있고 간을 약하게 해달라는 요청 사항을 잘 들어주었습니다,2023년 5월 1일,2023년 4월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
888163438,macrospore,편안한 객실,"일반실이 스위트 룸 수준의 넓이와 구성을 보임. <br/>부대 시설도 뛰어나고 다양함. <br/>밝은 조명, 멋진 조망, 편리한 교통 모든 면에서 완벽함. ",2023년 4월 29일,2023년 4월,커플로 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
887609558,chsuper,좋은 호텔,"숙소,수영장 등 시설이 전반적으로 좋았습니다. 아침조식 뷔페도 종류도 다양하고 맛있었습니다.다음에 또 투숙할 계획입니다.",2023년 4월 25일,2023년 4월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
887452408,dogopro,숙박,가족과의 즐거운 여행을 위하여 하얏트 제주에 숙박사였습니다. 야외 수영장과 객실이 특히 좋았으며 고객응대도 좋았어요. 실내수영장도 만족스러웠으나 그래도 야외수영장의 전먕이 매우 좋았던 기억입니다. ,2023년 4월 24일,2023년 4월,가족과 여행함,5.0,3.0,5.0,5.0,5.0,5.0,4.0
887243713,ezio21cx,여유있는 휴가를 위한 여행의 시작과 끝,"깨끗하고  정갈한 객실 상태가 마음에 들고, 개인적으로 좋아하는 발망 어메니티를 구비하여 마음에 들었다, 주차장도 확보가 잘 되어 있고, 수영장이나 부대시설도 좋았고, 스트리트 쇼핑도 개인적으로 마음에 들어 구매할 수 있었다.",2023년 4월 23일,2023년 4월,커플로 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
887050247,lcmmc2727,전반적으로 양호,요청 용품(아기용품)이 불량이 몇개 있었고<br/>재요청 과정에서 약간 불편함이 있었다.<br/>그리고 아기와 함께 할 프로그램이 있었으면<br/>좋겠다,2023년 4월 21일,2023년 4월,가족과 여행함,5.0,3.0,5.0,5.0,5.0,4.0,5.0
886979235,941116dnwjd,제주에 오면 꼭 묵어야 할 호텔,"제주도를 수없이 다녔는데 하얏트는 처음이었어요. 고층 배정 요청도 들어주셨고, 룸서비스에 대한 컴플레인도 적절한 응대로 해결해주셨습니다. <br/>엄마와 단 둘이 첫 여행이었는데, 기분좋은 여행을 시작할 수 있었습니다. 다음 제주여행시 재방문 의사가 있습니다! 다음에도 고층 배정 부탁드릴게요 ㅎㅎ",2023년 4월 20일,2023년 4월,가족과 여행함,4.0,5.0,5.0,4.0,5.0,5.0,5.0
886965648,jinssshong,친절함으로,감명 받았습니다. 시설도 훌륭했지만 역시 사람에게 받은 감명이 더 큰거 같습니다. 스스로의 성찰의 계기가 되었던거같습니다. 모든게 완벽한건 아니였지만 그래도 전 99점이었습니다. 친절은 100점.,2023년 4월 20일,2023년 4월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
886817548,wwdbkbbb,신혼여행,저는 신혼여행 왔습니다<br/>숙소에서 쉬고있는데 벨 이 울려 확인 해보니 하우스키핑 이였습니다 오후 일정 이여서 조금있다 나갈때 청소 부탁 하니 언제 나가냐고 하니 제가 보고 하고 나가야 하나 기분이 들었습니다 또한 체크인하고 침구류 청소 상태 마음에 안들었으나 그럴수 있겠다 생각하고 청소를 맡겨도 침구류는 교체 되지않았습니다 ,2023년 4월 19일,2023년 4월,커플로 여행함,4.0,4.0,5.0,3.0,4.0,2.0,5.0
886816969,usa007h,가족여행,가족여행<br/>20개월 아기 데리고 3박 했습니다<br/>그랜드 하얏트 제주 호텔 덕분에<br/>너무 즐거운 호캉스를 즐겼습니다<br/>지인 분들께 완전 추천합니다,2023년 4월 19일,2023년 4월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
886803409,erinchoi9401,돈이 아깝지 않은 투숙,"방 엄청 크고, 멋진 뷰 좋아요~ 세련된 예쁨이 있어요. 특히 수영장 자쿠지 뜨거워서 너무 좋네요. 바람 많이 부는 제주에 적합한 풀이에요. 스테이크 하우스는 비싸지만 맛있고 제값한다는 느낌, 조식은 메뉴가 많아서 그 자체로 좋네요. 다만 바리스타가 직접 내려주면 좋겠어요... 롯데호텔이나 파라다이스시티호텔처럼요.<br/>무튼 제주 가시면 한 뻔쯤은 꼭 묵어야 한다고 생각해요",2023년 4월 19일,2023년 4월,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
886669344,dongsoo061,최고의 호텔입니다,제주에 온다면 꼭 이 호텔에서 지내세요.  아름답구 친절하구 깨끗하고.<br/>최상의  호텔을 경험할수 있을거예요<br/>물론 식당도 좋고 주변에 맛있는 식당도 많고요.,2023년 4월 18일,2023년 4월,커플로 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
